
GeoFips,GeoName,LineCode,Description,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
36073,"Orleans, NY",2,Chain-type quantity indexes for real GDP,84.649,87.292,89.054,88.435,89.573,89.606,91.167,100.298,109.109,112.032,103.139,99.977,102.419,99.108,103.565,100.080,100.000,98.999,101.234,98.842,101.659,97.123
36073,"Orleans, NY",3,Current-dollar GDP (thousands of current dollars),802082,839423,879867,904850,932891,958746,1022264,1147080,1262673,1316106,1247083,1238421,1299910,1283054,1378431,1348341,1367534,1379300,1439010,1448645,1560593,1587547
36075,"Oswego, NY",1,Real GDP (thousands of chained 2017 dollars),5899246,5567764,5723245,5684283,5698970,5486020,5512078,5540740,5692965,6221229,6232057,6525487,6819577,6617568,6796114,6653739,6765208,6561932,6777407,6657196,6903610,6827708
36075,"Oswego, NY",2,Chain-type quantity indexes for real GDP,87.200,82.300,84.598,84.022,84.239,81.092,81.477,81.901,84.151,91.959,92.119,96.457,100.804,97.818,100.457,98.352,100.000,96.995,100.180,98.403,102.046,100.924
36075,"Oswego, NY",3,Current-dollar GDP (thousands of current dollars),4316955,4032382,4275764,4372369,4543429,4647465,4749633,4790525,5295340,5691808,5730110,5935288,6355793,6497552,6697817,6457633,6765208,6782067,7139887,7007576,8128226,8829699
36077,"Otsego, NY",1,Real GDP (thousands of chained 2017 dollars),2075439,2087088,2186110,2293611,2335899,2412814,2344537,2434452,2455580,2543389,2517614,2490157,2499755,2454211,2492659,2515779,2594280,2653269,2691556,2582149,2604486,2579245
36077,"Otsego, NY",2,Chain-type quantity indexes for real GDP,80.001,80.450,84.267,88.410,90.040,93.005,90.373,93.839,94.654,98.038,97.045,95.986,96.356,94.601,96.083,96.974,100.000,102.274,103.750,99.532,100.393,99.420
36077,"Otsego, NY",3,Current-dollar GDP (thousands of current dollars),1447273,1491417,1599537,1728320,1807068,1930075,1936740,2046154,2107823,2210132,2227144,2257136,2315402,2315658,2406849,2472283,2594280,2718114,2813040,2773670,2909304,3068785
36079,"Putnam, NY",1,Real GDP (thousands of chained 2017 dollars),3240676,3410222,3469184,3699355,3708475,3761860,3941951,3838910,3863424,4026556,4034982,3676915,3689497,3752368,3703727,3840482,3853137,3895108,3933428,3687072,3844149,3971847
36079,"Putnam, NY",2,Chain-type quantity indexes for real GDP,84.105,88.505,90.035,96.009,96.246,97.631,102.305,99.631,100.267,104.501,104.719,95.427,95.753,97.385,96.122,99.672,100.000,101.089,102.084,95.690,99.767,103.081
36079,"Putnam, NY",3,Current-dollar GDP (thousands of current dollars),2282652,2462070,2568661,2811219,2909016,3062001,3294377,3261209,3306294,3487308,3534588,3291417,3371675,3506078,3552031,3764093,3853137,3989343,4129659,3973631,4277641,4687684
36081,"Queens, NY",1,Real GDP (thousands of chained 2017 dollars),75703532,76063335,77381547,78935796,79227553,79714450,82431315,83205981,83534970,85784902,86783257,88252700,90286458,92912911,95725972,96815409,98123455,105431556,105747903,95835393,99156555,103324799
36081,"Queens, NY",2,Chain-type quantity indexes for real GDP,77.151,77.518,78.861,80.445,80.743,81.239,84.008,84.797,85.133,87.425,88.443,89.940,92.013,94.690,97.557,98.667,100.000,107.448,107.770,97.668,101.053,105.301
36081,"Queens, NY",3,Current-dollar GDP (thousands of current dollars),52742191,54443478,56509826,58946808,60762518,63312189,67121541,68793106,70636373,73138720,74912232,78109576,81692353,86409994,91966155,95120038,98123455,107910333,111530006,102647838,109684258,122288187
36083,"Rensselaer, NY",1,Real GDP (thousands of chained 2017 dollars),5209325,5242811,5392292,5540573,5541595,5733312,5842744,6179864,6105067,6329175,6516067,6524007,6460509,6655845,6983819,7319471,8028270,7764612,8853377,9220885,9802754,9980840
36083,"Rensselaer, NY",2,Chain-type quantity indexes for real GDP,64.887,65.304,67.166,69.013,69.026,71.414,72.777,76.976,76.045,78.836,81.164,81.263,80.472,82.905,86.990,91.171,100.000,96.716,110.278,114.855,122.103,124.321
36083,"Rensselaer, NY",3,Current-dollar GDP (thousands of current dollars),3674679,3785578,3981798,4205557,4341370,4647246,4860310,5238032,5300775,5531227,5782241,5889684,5949956,6281855,6744407,7168881,8028270,7948619,9215307,9764204,11054656,12079625
36085,"Richmond, NY",1,Real GDP (thousands of chained 2017 dollars),13180379,13168989,13409724,13836242,13720682,13299029,13781779,14174198,14343548,14596701,14735145,14815045,15187466,15293141,15503633,15629274,15913484,16937194,16891174,16567823,16883653,17538815
36085,"Richmond, NY",2,Chain-type quantity indexes for real GDP,82.825,82.754,84.266,86.947,86.220,83.571,86.604,89.070,90.135,91.725,92.595,93.097,95.438,96.102,97.425,98.214,100.000,106.433,106.144,104.112,106.097,110.214
36085,"Richmond, NY",3,Current-dollar GDP (thousands of current dollars),9203782,9464742,9890569,10475365,10667675,10685878,11355697,11865868,12119289,12495420,12741356,13053440,13673308,14127851,14770756,15274896,15913484,17403950,17831258,17945405,19002206,21103447
36087,"Rockland, NY",1,Real GDP (thousands of chained 2017 dollars),17290960,19126613,18978294,19263653,18009765,18569450,18333622,19391985,20384443,21031674,20920499,20744349,19505576,19456522,20078244,19153297,17685761,17338779,17565261,17045445,18207178,18445913
36087,"Rockland, NY",2,Chain-type quantity indexes for real GDP,97.768,108.147,107.308,108.922,101.832,104.997,103.663,109.647,115.259,118.919,118.290,117.294,110.290,110.012,113.528,108.298,100.000,98.038,99.319,96.379,102.948,104.298
36087,"Rockland, NY",3,Current-dollar GDP (thousands of current dollars),11929842,13414421,13532542,13993579,13472430,14355368,14480555,15778853,17176465,17801556,18195643,18549692,17780470,18153887,19230074,18745661,17685761,17781843,18439467,18295133,20355828,22031406
36089,"St. Lawrence, NY",1,Real GDP (thousands of chained 2017 dollars),4146629,4212843,4251715,4357142,4374533,4229418,4273089,4333395,4291213,4495742,4637161,4605428,4737978,4869464,4694125,4743196,4860344,4696678,4714866,4662546,4719282,4820196
36089,"St. Lawrence, NY",2,Chain-type quantity indexes for real GDP,85.316,86.678,87.478,89.647,90.005,87.019,87.917,89.158,88.290,92.498,95.408,94.755,97.482,100.188,96.580,97.590,100.000,96.633,97.007,95.930,97.098,99.174
36089,"St. Lawrence, NY",3,Current-dollar GDP (thousands of current dollars),2879550,2963821,3061330,3286337,3424104,3507724,3653192,3759521,3835114,4033411,4229878,4225876,4442081,4707774,4573701,4620197,4860344,4824256,4938564,4964887,5423319,5983664
36091,"Saratoga, NY",1,Real GDP (thousands of chained 2017 dollars),7703180,7964402,8497366,9006281,9194503,9533972,9620287,9635931,9626734,10112000,10223024,10304665,10514216,10470057,10976368,11236794,11692407,12102126,12417181,11513882,12203500,12639040
36091,"Saratoga, NY",2,Chain-type quantity indexes for real GDP,65.882,68.116,72.674,77.027,78.637,81.540,82.278,82.412,82.333,86.483,87.433,88.131,89.923,89.546,93.876,96.103,100.000,103.504,106.199,98.473,104.371,108.096
36091,"Saratoga, NY",3,Current-dollar GDP (thousands of current dollars),5461722,5755122,6256741,6804189,7166427,7694680,7963865,8139992,8337871,8812397,9063545,9320093,9710628,9893490,10609109,11034554,11692407,12375992,12982452,12322260,13570966,14937907
36093,"Schenectady, NY",1,Real GDP (thousands of chained 2017 dollars),7999330,8439163,8513581,8525172,8420520,8525258,8471914,8527850,8537250,8306970,8260499,8077136,8158370,7997416,8146459,8317609,8510436,8398130,8914297,8720610,9235873,9427097
36093,"Schenectady, NY",2,Chain-type quantity indexes for real GDP,93.994,99.163,100.037,100.173,98.943,100.174,99.547,100.205,100.315,97.609,97.063,94.909,95.863,93.972,95.723,97.734,100.000,98.680,104.745,102.470,108.524,110.771
36093,"Schenectady, NY",3,Current-dollar GDP (thousands of current dollars),5728384,6162682,6327162,6497140,6609100,6904933,7048597,7219638,7511200,7311899,7347057,7349396,7567584,7548320,7907326,8223299,8510436,8557755,9277224,9293774,10082403,10892023
36095,"Schoharie, NY",1,Real GDP (thousands of chained 2017 dollars),901027,884501,922085,918447,934956,931466,906632,906608,901566,957178,939068,939130,953008,941388,966477,974096,1050031,1060363,1067472,971293,963860,974589
36095,"Schoharie, NY",2,Chain-type quantity indexes for real GDP,85.810,84.236,87.815,87.469,89.041,88.708,86.343,86.341,85.861,91.157,89.432,89.438,90.760,89.653,92.043,92.768,100.000,100.984,101.661,92.501,91.793,92.815
36095,"Schoharie, NY",3,Current-dollar GDP (thousands of current dollars),627070,629541,673493,694004,724733,747069,755155,770676,778888,832134,826911,843676,875743,882791,927604,951525,1050031,1089653,1122750,1045301,1090930,1189885
36097,"Schuyler, NY",1,Real GDP (thousands of chained 2017 dollars),451645,461519,477658,489843,483914,477184,513158,531049,532840,543602,552862,541792,544635,570922,549279,543031,521078,532748,533198,527764,508685,516188
36097,"Schuyler, NY",2,Chain-type quantity indexes for real GDP,86.675,88.570,91.667,94.006,92.868,91.576,98.480,101.914,102.257,104.323,106.100,103.975,104.521,109.566,105.412,104.213,100.000,102.240,102.326,101.283,97.622,99.061
36097,"Schuyler, NY",3,Current-dollar GDP (thousands of current dollars),311389,328341,347626,367103,374045,380352,421855,447057,456335,471270,490910,496246,510450,545347,533508,531793,521078,543261,555657,564313,575237,630940
36099,"Seneca, NY",1,Real GDP (thousands of chained 2017 dollars),1003520,1058210,1066317,1113623,1145593,1180157,1191912,1252887,1311401,1352770,1375092,1376808,1372610,1404871,1415042,1399366,1468476,1480209,1584467,1416342,1521050,1503840
36099,"Seneca, NY",2,Chain-type quantity indexes for real GDP,68.337,72.062,72.614,75.835,78.012,80.366,81.167,85.319,89.304,92.121,93.641,93.758,93.472,95.669,96.361,95.294,100.000,100.799,107.899,96.450,103.580,102.408
36099,"Seneca, NY",3,Current-dollar GDP (thousands of current dollars),705944,759949,781084,833470,883270,937387,975291,1046164,1127710,1168441,1209320,1244166,1274274,1329548,1370366,1377816,1468476,1512181,1660029,1512255,1701962,1827821
36101,"Steuben, NY",1,Real GDP (thousands of chained 2017 dollars),4408894,4048283,3883489,4182119,4404633,4565963,4444087,4675165,4365728,4591498,4538188,4371363,4545166,4713274,4509558,4412788,4355031,4510992,4596156,4387431,4448016,4658072
36101,"Steuben, NY",2,Chain-type quantity indexes for real GDP,101.237,92.956,89.172,96.030,101.139,104.843,102.045,107.351,100.246,105.430,104.206,100.375,104.366,108.226,103.548,101.326,100.000,103.581,105.537,100.744,102.135,106.958
36101,"Steuben, NY",3,Current-dollar GDP (thousands of current dollars),3119137,2927414,2858479,3173649,3447580,3714893,3753607,4014545,3825234,4052224,4063820,3995389,4246459,4476923,4385352,4352755,4355031,4581613,4747513,4627701,4827200,5321261
36103,"Suffolk, NY",1,Real GDP (thousands of chained 2017 dollars),72450315,74743477,78085724,81545069,82345137,84700031,85316383,88071714,89435104,93112788,92616487,94285380,94461388,95175859,96596993,97846818,98952851,98861762,100944828,99172008,102403209,105050030
36103,"Suffolk, NY",2,Chain-type quantity indexes for real GDP,73.217,75.534,78.912,82.408,83.217,85.596,86.219,89.004,90.382,94.098,93.597,95.283,95.461,96.183,97.619,98.882,100.000,99.908,102.013,100.221,103.487,106.162
36103,"Suffolk, NY",3,Current-dollar GDP (thousands of current dollars),51851336,54492381,57877031,61966246,64343124,68340124,70641756,74030172,76446707,80277908,81185983,84529553,86579666,89293557,92913160,95941961,98952851,101321192,105965471,106655037,114800577,125184540
36105,"Sullivan, NY",1,Real GDP (thousands of chained 2017 dollars),2469110,2607577,2763476,2866851,2869626,2794222,2738671,2863727,2900849,2879986,2823864,2897165,2884371,2850706,2865965,2925287,2937040,3078439,3123148,2985097,3143164,3376060
36105,"Sullivan, NY",2,Chain-type quantity indexes for real GDP,84.068,88.782,94.091,97.610,97.705,95.137,93.246,97.504,98.768,98.057,96.147,98.642,98.207,97.061,97.580,99.600,100.000,104.814,106.337,101.636,107.018,114.948
36105,"Sullivan, NY",3,Current-dollar GDP (thousands of current dollars),1673469,1815528,1971330,2110720,2180705,2198784,2224070,2375873,2462165,2468289,2451376,2574317,2618064,2651504,2748459,2871072,2937040,3156172,3287519,3229585,3515937,3982842
36107,"Tioga, NY",1,Real GDP (thousands of chained 2017 dollars),819502,869141,941041,1026243,1077804,1215641,1332021,1488254,1490027,1574149,1540533,1533713,1715733,1803710,1864207,1716005,1699235,1757032,1789612,1643696,1619333,1658460
36107,"Tioga, NY",2,Chain-type quantity indexes for real GDP,48.228,51.149,55.380,60.394,63.429,71.540,78.389,87.584,87.688,92.639,90.660,90.259,100.971,106.148,109.709,100.987,100.000,103.401,105.319,96.732,95.298,97.600
36107,"Tioga, NY",3,Current-dollar GDP (thousands of current dollars),951850,987984,1033328,1109126,1153844,1278292,1368536,1472619,1456467,1513580,1477575,1483960,1675129,1767948,1843773,1700601,1699235,1778046,1841425,1727638,1749686,1904898
36109,"Tompkins, NY",1,Real GDP (thousands of chained 2017 dollars),4960729,5124223,5376133,5492785,5447954,5452780,5495854,5729544,5892894,6121849,6083580,6123189,6018223,5937712,6082558,6101705,6140234,6184849,6298392,5770441,6003916,6333133
36109,"Tompkins, NY",2,Chain-type quantity indexes for real GDP,80.791,83.453,87.556,89.456,88.726,88.804,89.506,93.312,95.972,99.701,99.077,99.722,98.013,96.702,99.061,99.373,100.000,100.727,102.576,93.978,97.780,103.142
36109,"Tompkins, NY",3,Current-dollar GDP (thousands of current dollars),3414592,3601236,3870081,4055278,4149643,4293423,4454792,4736496,5014768,5259950,5307015,5472345,5494508,5546192,5834673,5982114,6140234,6312334,6572654,6176950,6607366,7273599
36111,"Ulster, NY",1,Real GDP (thousands of chained 2017 dollars),5905850,6069590,6350440,6620018,6638097,6745077,6752665,7031679,6967102,7117457,7065707,7134836,7191471,7175535,7139599,7133664,7233714,7326583,7630419,7196814,7429326,7659189
36111,"Ulster, NY",2,Chain-type quantity indexes for real GDP,81.643,83.907,87.789,91.516,91.766,93.245,93.350,97.207,96.314,98.393,97.677,98.633,99.416,99.196,98.699,98.617,100.000,101.284,105.484,99.490,102.704,105.882
36111,"Ulster, NY",3,Current-dollar GDP (thousands of current dollars),4119695,4330904,4616741,4941099,5103541,5366392,5532620,5869593,5945083,6120593,6158568,6368891,6565299,6699081,6860391,7009369,7233714,7502171,8008639,7788867,8298425,9052826
36113,"Warren, NY",1,Real GDP (thousands of chained 2017 dollars),3011170,3106448,3255317,3471032,3509822,3528700,3514304,3759294,3997600,4039159,3912669,3940177,3951534,4035493,4204673,4215843,4299247,4325448,4558773,4432596,4654786,4664386
36113,"Warren, NY",2,Chain-type quantity indexes for real GDP,70.039,72.256,75.718,80.736,81.638,82.077,81.742,87.441,92.984,93.950,91.008,91.648,91.912,93.865,97.800,98.060,100.000,100.609,106.037,103.102,108.270,108.493
36113,"Warren, NY",3,Current-dollar GDP (thousands of current dollars),2176076,2289943,2440379,2661649,2770520,2882501,2952508,3207131,3494753,3552941,3484030,3583387,3660873,3810766,4065565,4147507,4299247,4416032,4751002,4703564,5142628,5512610
36115,"Washington, NY",1,Real GDP (thousands of chained 2017 dollars),1611758,1600527,1668502,1767516,1740503,1693473,1704358,1778326,1818814,1869237,1901102,1968546,1939275,1899044,1864251,1813499,1816234,1785621,1932759,1941973,2020092,2055239
36115,"Washington, NY",2,Chain-type quantity indexes for real GDP,88.742,88.123,91.866,97.318,95.830,93.241,93.840,97.913,100.142,102.918,104.673,108.386,106.774,104.559,102.644,99.849,100.000,98.314,106.416,106.923,111.224,113.159
36115,"Washington, NY",3,Current-dollar GDP (thousands of current dollars),1112297,1128637,1199188,1310207,1327115,1343532,1396707,1482275,1558344,1615352,1678276,1777975,1797701,1790319,1795552,1774338,1816234,1829333,2025315,2090860,2285615,2521100
36117,"Wayne, NY",1,Real GDP (thousands of chained 2017 dollars),3250711,3250166,3275322,3328656,3170431,3241303,3426995,3605367,3620180,3846302,3660676,3701159,3796021,3600377,3734618,3878439,3928468,3951555,4108553,3794962,3825288,3925854
36117,"Wayne, NY",2,Chain-type quantity indexes for real GDP,82.748,82.734,83.374,84.732,80.704,82.508,87.235,91.775,92.152,97.908,93.183,94.214,96.629,91.648,95.066,98.727,100.000,100.588,104.584,96.602,97.374,99.933
36117,"Wayne, NY",3,Current-dollar GDP (thousands of current dollars),2368445,2411160,2466983,2553052,2501578,2651783,2874482,3065393,3213998,3404355,3294088,3380614,3550134,3460253,3659571,3810652,3928468,4037664,4292261,4046886,4302544,4769524
36119,"Westchester, NY",1,Real GDP (thousands of chained 2017 dollars),64249731,64084567,65861597,69879976,70144579,71315442,73027210,73410892,72501565,75474741,75676774,79014741,78307384,79109021,79320460,79910383,81820011,82990266,85918413,85979355,86266760,88166111
36119,"Westchester, NY",2,Chain-type quantity indexes for real GDP,78.526,78.324,80.496,85.407,85.730,87.161,89.253,89.722,88.611,92.245,92.492,96.571,95.707,96.687,96.945,97.666,100.000,101.430,105.009,105.084,105.435,107.756
36119,"Westchester, NY",3,Current-dollar GDP (thousands of current dollars),45937388,46629476,48737465,53130672,54820744,57598219,60620889,61704772,62032090,65126327,66024510,70341528,71250105,73783620,75864211,78244083,81820011,85359845,90339448,92229975,95402845,103162225
36121,"Wyoming, NY",1,Real GDP (thousands of chained 2017 dollars),1208423,1300099,1378078,1427284,1480020,1437008,1404149,1417614,1317699,1582686,1567482,1591024,1630056,1750678,1633749,1619118,1622473,1704437,1778533,1730340,1818142,1862189
36121,"Wyoming, NY",2,Chain-type quantity indexes for real GDP,74.480,80.131,84.937,87.970,91.220,88.569,86.544,87.374,81.215,97.548,96.611,98.062,100.467,107.902,100.695,99.793,100.000,105.052,109.619,106.648,112.060,114.775
36121,"Wyoming, NY",3,Current-dollar GDP (thousands of current dollars),858274,941589,1022116,1104716,1147830,1139701,1170613,1203976,1139532,1383738,1413350,1466766,1549232,1692261,1586994,1578773,1622473,1740909,1853661,1844025,2075339,2317093
36123,"Yates, NY",1,Real GDP (thousands of chained 2017 dollars),726941,781146,772719,1233281,1100196,981139,852155,865349,845168,900837,811118,825925,857256,872832,889631,892124,916163,906406,960245,931062,1029388,1069392
36123,"Yates, NY",2,Chain-type quantity indexes for real GDP,79.346,85.263,84.343,134.614,120.087,107.092,93.013,94.454,92.251,98.327,88.534,90.150,93.570,95.270,97.104,97.376,100.000,98.935,104.812,101.626,112.359,116.725
36123,"Yates, NY",3,Current-dollar GDP (thousands of current dollars),508776,550648,561293,917743,837149,769737,690667,717325,715702,770400,721227,754582,805095,832095,859057,872733,916163,924645,1002969,996464,1159968,1299473

Legend/Footnotes
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
"  Last updated: November 1, 2024 -- revised statistics for 2001-2016."
