"iso","adm1","adm2","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"USA",33,40,2008,75.29392645314458603,30286.308292552471926
"USA",33,41,2008,27.67869798656465801,8982.124674465766341
"USA",33,42,2008,0.70373726986328129,98.236352009375222
"USA",33,43,2008,202.620124141762705336,73046.346839405905087
"USA",33,44,2008,2.35254788749566018,808.418140485590519
"USA",33,45,2008,21.675163383921454,7339.369585508913
"USA",33,46,2008,834.339496011625391866,227956.395718160928034
"USA",33,47,2008,254.60463004325065303,97018.232469242404343
"USA",33,48,2008,14.99392673026259052,5380.341699284693816
"USA",33,49,2008,70.048893187491327356,27711.63061877262619
"USA",33,50,2008,62.92404305022362131,20401.78629764762158
"USA",33,51,2008,11.69195907308377572,3499.174538048061685
"USA",33,52,2008,148.434243476397749544,43496.613871837257236
"USA",33,53,2008,95.37712861976350699,29014.629483662974627
"USA",33,54,2008,121.502053939500816399,40757.312531888087923
"USA",33,55,2008,49.46967427949659125,17260.722740153098698
"USA",33,56,2008,40.278785822385003089,15162.744354890979856
"USA",33,57,2008,342.97412733034118165,148089.657695227278168
"USA",33,58,2008,199.27715670945536513,77447.93054765820350
"USA",33,59,2008,90.93940563022757202,37307.831434149064498
"USA",33,60,2008,29.47966087670355343,7706.234570144643837
"USA",33,61,2008,39.72767966339846539,13395.125242548830034
"USA",33,62,2008,36.012471186649297,10410.3505505898027
"USA",33,63,2008,18.11232476802518058,5275.241729935955136
"USA",33,1,2009,73.56437956427087967,27252.068404546883066
"USA",33,2,2009,137.847503621603978,46273.265611359741
"USA",33,3,2009,0.9362141247026912,208.41206588149146
"USA",33,4,2009,14.7044650154687565,5598.474161385618756
"USA",33,5,2009,78.83184094786457356,30075.92664986129235
"USA",33,6,2009,35.834238345976554546,11618.351314177191338
"USA",33,7,2009,80.52651532730476211,28123.421355146463372
"USA",33,8,2009,39.5834744159722375,13767.74543730878755
"USA",33,9,2009,21.090495399850265194,8889.742203141731594
"USA",33,10,2009,639.68256597920628576,191921.778617669738408
"USA",33,11,2009,39.0866848589322871,15788.05297212713564
"USA",33,12,2009,23.39286231254340225,8600.180301146472525
"USA",33,13,2009,130.71597833658197713,50365.949504563588483
"USA",33,14,2009,47.83573579593526796,16688.06243012627338
"USA",33,15,2009,71.39593763783855694,18879.352453151368977
"USA",33,16,2009,252.066824561267818237,84884.275743088781600
"USA",33,17,2009,421.36092936260426943,128196.495530959443950
"USA",33,18,2009,43.79590541027780579,15804.250838305128696
"USA",33,19,2009,13.8146793153146751,4083.5143313360990
"USA",33,20,2009,106.77053877179242870,43086.549160518315416
"USA",33,21,2009,168.187879797675377356,56558.865892091258721
"USA",33,22,2009,68.83278500925995186,23677.029748598495643
"USA",33,23,2009,53.4841221762370849,12545.840524229324962
"USA",33,24,2009,0.6456839467057292,96.07842230041275
"USA",33,25,2009,1.22244604213107641,259.26406681857275
"USA",33,26,2009,48.36745789629558131,15224.319904470720546
"USA",33,27,2009,20.443279057656256716,5851.424483941806107
"USA",33,28,2009,7.64015246122178854,2747.766474039357265
"USA",33,29,2009,29.239535515366761050,8542.514354862161012
"USA",33,30,2009,7.939594354316407066,2396.997941311927457
"USA",33,31,2009,5.09430555635416717,1677.711939522651393
"USA",33,32,2009,0.46851529069010417,106.33870330152268
"USA",33,33,2009,7.27955048438150884,1525.815620959259634
"USA",33,34,2009,25.094086776933591826,8492.438293396256345
"USA",33,35,2009,44.99391735897570006,13297.249086459966893
"USA",33,36,2009,27.35338252411242286,8850.970111375139144
"USA",33,37,2009,73.45793371489796383,24115.73413621534959
"USA",33,38,2009,7.94714432634982285,2135.044340813416652
"USA",33,39,2009,77.46445989788203380,23257.862307644037464
"USA",33,40,2009,56.71515087419910881,23750.05622377712804
"USA",33,41,2009,14.33732722112630140,4797.39911083331891
"USA",33,42,2009,0.6457219424500869,119.5597146369488695
"USA",33,43,2009,85.9092726848089717,32786.25806953387344
"USA",33,44,2009,0.058736220312500004,7.367938389546883
"USA",33,45,2009,10.1961616871940138,3628.80629372482764
"USA",33,46,2009,544.878128057415745710,154401.108143294054971
"USA",33,47,2009,435.54008896804035121,167620.564545257217485
"USA",33,48,2009,35.3300253621875140,13656.88793797392455
"USA",33,49,2009,58.013796701542948254,23262.48817017867211
"USA",33,50,2009,37.70203303709421427,12378.501989553876170
"USA",33,51,2009,25.4481297429557671,7888.37038500982312
"USA",33,52,2009,143.1595898887563272,42281.74051943266616
"USA",33,53,2009,67.16804577529733433,21218.510262169195663
"USA",33,54,2009,96.65773197883041225,33739.175094217589832
"USA",33,55,2009,13.8811422060047824,5000.98865708981290
"USA",33,56,2009,24.057421780659725686,8301.872923141313663
"USA",33,57,2009,44.667362234481348105,15417.165236732381047
"USA",33,58,2009,205.507495494485507056,78992.231289713116954
"USA",33,59,2009,62.44028695518665234,24180.863852375405450
"USA",33,60,2009,51.99442348337246045,15146.519643194307489
"USA",33,61,2009,28.9347364967253011,10718.409321325322824
"USA",33,62,2009,21.617187879385867,6727.4485836162787
"USA",33,63,2009,16.9163469224804684,4947.51657801878928
"USA",33,1,2010,81.7002083882161618,32741.20879569855904
"USA",33,2,2010,205.89107582127613114,69638.862849778011568
"USA",33,3,2010,1.170113814097222,331.47031664842376
"USA",33,4,2010,15.89261135327257596,6101.58777835127777
"USA",33,5,2010,278.92143265723979975,102178.30748454309052
"USA",33,6,2010,42.076127437601985095,13482.650035054533925
"USA",33,7,2010,73.41618470649740678,23533.08869791960791
"USA",33,8,2010,60.18516468940748903,19733.91482152483175
"USA",33,9,2010,46.00449767464846451,19052.93492788552324
"USA",33,10,2010,542.58907311237893790,165291.6882911382239565
"USA",33,11,2010,94.565390851772897396,34726.995810895202333
"USA",33,12,2010,37.76358898491754179,13576.26612203171794
"USA",33,13,2010,120.35775313938597544,46995.81774796663506
"USA",33,14,2010,108.5007848777105296,36237.23299758592444
"USA",33,15,2010,57.832545809904500495,15689.991262422959311
"USA",33,16,2010,332.12859681624113954,110001.290644368310882
"USA",33,17,2010,564.94324124631668171,167417.512901683120847
"USA",33,18,2010,74.180715381234774759,26715.618511020725585
"USA",33,19,2010,10.9878324418511302,3507.329209684238326
"USA",33,20,2010,76.28852659434897457,32623.269595793914038
"USA",33,21,2010,190.289104345021424175,67719.545361241045375
"USA",33,22,2010,128.96676003509529855,47113.792001540621808
"USA",33,23,2010,37.866195053858499856,9948.970552463337356
"USA",33,24,2010,1.1742502253407117,309.92759307947154
"USA",33,25,2010,1.51814383044270839,376.954414311759938
"USA",33,26,2010,159.2833836233788123,55836.6490211855918154
"USA",33,27,2010,27.43974160519749538,8361.85374345653850
"USA",33,28,2010,26.82737805624348691,10695.711627012336266
"USA",33,29,2010,29.96198969037323881,8935.542156258074766
"USA",33,30,2010,25.57423850130859292,7831.903398059744594
"USA",33,31,2010,10.950962675384118245,3753.764944657961316
"USA",33,32,2010,0.17561381235460072,35.89867004361119
"USA",33,33,2010,19.515337843997401746,4730.684189786622494
"USA",33,34,2010,104.23544271038420697,36517.114953819293982
"USA",33,35,2010,79.18352626208543413,25472.56600691953697
"USA",33,36,2010,42.504148117823343088,13907.043766341225560
"USA",33,37,2010,86.169037816540842270,27696.649126611924359
"USA",33,38,2010,8.35016467149956095,2149.194850908410572
"USA",33,39,2010,98.37217177430747244,31037.031294488275578
"USA",33,40,2010,59.15692592651034266,23609.749670432951294
"USA",33,41,2010,13.58079291547308933,4820.30992737990557
"USA",33,42,2010,0.70340295394748263,203.06631414760253
"USA",33,43,2010,114.334114964800143096,45505.84958350552179
"USA",33,44,2010,7.2878312094010427,1985.29885004531984
"USA",33,45,2010,31.640777845887598,11173.71549286358
"USA",33,46,2010,670.000446017545649259,177500.239145298527310
"USA",33,47,2010,336.18536348809662671,127727.9761756281393043
"USA",33,48,2010,17.49133511089408569,6519.30071560685008
"USA",33,49,2010,85.04280356176235989,35729.99191012869874
"USA",33,50,2010,38.24624273632815672,12447.356242631415355
"USA",33,51,2010,23.876246180703090896,7331.484878563960150
"USA",33,52,2010,206.4723129511263131,62521.9324709888965
"USA",33,53,2010,113.883504778098833325,35393.816682879993524
"USA",33,54,2010,77.00801550739349495,26763.086120329775856
"USA",33,55,2010,18.02197541257595979,6270.67531239750424
"USA",33,56,2010,41.49945807830729986,15281.830980338009248
"USA",33,57,2010,86.23302061226134327,30246.402147358757466
"USA",33,58,2010,313.379124541447795004,117058.113636849971750
"USA",33,59,2010,84.37161244424473363,35481.26434005770416
"USA",33,60,2010,30.211582307434889925,8925.10083820212848
"USA",33,61,2010,48.71982451981338585,17869.952670710031947
"USA",33,62,2010,35.282438714216608285,11091.741256002073984
"USA",33,63,2010,19.48480817578778583,5934.147068701834176
"USA",33,1,2011,94.3604368025585026,36125.36331846838033
"USA",33,2,2011,58.3498567425520565,19666.317637698012
"USA",33,3,2011,1.932459075625,608.252639551959
"USA",33,4,2011,36.5123717660763857,13363.81441322047978
"USA",33,5,2011,198.54239044044078998,75059.015523350762336
"USA",33,6,2011,15.691871083856337985,4880.456730050722725
"USA",33,7,2011,85.007384312443452615,30598.064269921784038
"USA",33,8,2011,22.4638388120139146,7366.11623970284897
"USA",33,9,2011,165.51836069283421934,67677.511217381600732
"USA",33,10,2011,311.684547863857280649,92610.716988705970018
"USA",33,11,2011,28.25420822095702707,10477.363674548757807
"USA",33,12,2011,15.034152416584198085,5461.093690817233872
"USA",33,13,2011,79.06830592064671181,30885.091091466347243
"USA",33,14,2011,45.7087751851627471,16340.74225565445046
"USA",33,15,2011,77.17719935184685455,22552.460225977671236
"USA",33,16,2011,133.344371126328107410,46134.004336710802200
"USA",33,17,2011,332.519971924612989104,96203.812872404368103
"USA",33,18,2011,68.09824292304251103,25588.425887739455506
"USA",33,19,2011,16.087201304231771325,5851.201342118115236
"USA",33,20,2011,47.48689078656686471,20075.67163488697911
"USA",33,21,2011,59.398555635143221856,21511.221865071858561
"USA",33,22,2011,77.467873030325459594,27625.545095053880198
"USA",33,23,2011,36.41667033400825235,9038.992145862455256
"USA",33,25,2011,0.11327846898871528,16.627564928916343
"USA",33,26,2011,153.05881516114994660,51906.48546367436328
"USA",33,27,2011,22.334345679348983265,7466.596322105030185
"USA",33,28,2011,24.98111688947049035,9904.448233527661503
"USA",33,29,2011,40.347412852009565064,11954.18410986338727
"USA",33,30,2011,27.8297855927777993,8780.62296845133226
"USA",33,31,2011,13.00204538808375598,4544.062510736208273
"USA",33,32,2011,0.23420613574652778,45.747026051382361
"USA",33,33,2011,10.159555980351564645,2168.401135219212357
"USA",33,34,2011,77.19319209373479818,26637.548301173060645
"USA",33,35,2011,36.50266367284724562,12015.07341094599530
"USA",33,36,2011,11.1801989217925337,3784.089439808523342
"USA",33,37,2011,41.885381680028234004,14188.832785219477363
"USA",33,38,2011,11.5557098896723099,3176.50408900768482
"USA",33,39,2011,44.017048904457454166,13643.585903324671128
"USA",33,40,2011,69.84878846227648428,28962.781963405381187
"USA",33,41,2011,11.89463760374783239,4083.948551928541943
"USA",33,42,2011,2.22961050752387155,500.918125305764089
"USA",33,43,2011,67.381291927413218,27938.2587430794438
"USA",33,44,2011,1.3519476829882811,368.05527301065882
"USA",33,45,2011,6.237230300768228,2133.656741128174
"USA",33,46,2011,195.416750370182633014,60813.534984517902746
"USA",33,47,2011,255.649881114225173306,100815.351957694665950
"USA",33,48,2011,13.85755843857857404,5207.61384880898835
"USA",33,49,2011,44.09258240080084568,18450.38628358765685
"USA",33,50,2011,23.17291168361547629,8331.16226418506012
"USA",33,51,2011,3.5797176962500004,1093.09072994742608
"USA",33,52,2011,143.06883723734144794,44045.65403490463042
"USA",33,53,2011,119.310637671950967036,39191.148404351610878
"USA",33,54,2011,53.97637676902127619,19417.36610914977217
"USA",33,55,2011,32.54750800892359056,12181.21174279155432
"USA",33,56,2011,38.2492038907009601,15251.43231955831658
"USA",33,57,2011,66.70529923129557193,24121.882243703620264
"USA",33,58,2011,191.66766858161031985,75320.564576714605209
"USA",33,59,2011,115.98414731191642884,47632.437685372826226
"USA",33,60,2011,12.47632493688150706,3775.338975452634293
"USA",33,61,2011,43.77844105536453688,16901.118623492869235
"USA",33,62,2011,24.335133240312496,7802.577134307144
"USA",33,63,2011,27.06202787440539904,8353.07087039255816
"USA",33,1,2012,64.17758326359811351,23159.84522093066151
"USA",33,2,2012,166.29646597379148042,57863.916330100016281
"USA",33,3,2012,0.7023585837239583,198.1003779207663894
"USA",33,4,2012,35.86141411119141035,13351.518961634649037
"USA",33,5,2012,218.44836423651460978,84615.18571191089501
"USA",33,6,2012,38.57002177979819389,11160.346274735648749
"USA",33,7,2012,92.18018412599819704,30792.611696031514325
"USA",33,8,2012,33.91572940394969205,11049.21407713441165
"USA",33,9,2012,98.690390036981308594,37955.793265001217275
"USA",33,10,2012,851.479267586805702347,262581.738641169587173
"USA",33,11,2012,58.37628271066615336,21678.664891649654246
"USA",33,12,2012,49.811628135054278056,18299.197235000716484
"USA",33,13,2012,94.776621568315965645,34710.746060559638373
"USA",33,14,2012,67.04566809536891703,24111.56618080964760
"USA",33,15,2012,62.046574908895384075,17391.122573613269181
"USA",33,16,2012,352.537976188544532599,123178.734778533945759
"USA",33,17,2012,1372.146362910741608964,431629.271470431292018
"USA",33,18,2012,149.655765929833063110,55679.870520317364514
"USA",33,19,2012,21.41568157701170592,7042.70693335649404
"USA",33,20,2012,71.83830609343970709,27201.162044124641413
"USA",33,21,2012,178.502011438226830395,65560.3394556242487085
"USA",33,22,2012,140.416273089681111874,48876.874269381576372
"USA",33,23,2012,121.695125657013781606,27606.688309207173919
"USA",33,24,2012,0.2349275616124132,68.63570455675394
"USA",33,25,2012,5.11432470399088534,709.581128742466586
"USA",33,26,2012,295.794430554991125836,94306.313940789144458
"USA",33,27,2012,28.07217705755206097,8856.211688400335221
"USA",33,28,2012,55.89223315575304280,20893.546659314276615
"USA",33,29,2012,37.42749746661457910,11515.426508694952760
"USA",33,30,2012,45.07949887374563983,14994.3207218815910
"USA",33,31,2012,12.8253818613020882,4687.7211260817098
"USA",33,32,2012,0.1756974677821181,34.74402949204315
"USA",33,33,2012,18.117478646061206100,4183.854142434354475
"USA",33,34,2012,117.85972524847233540,40282.766090294124583
"USA",33,35,2012,85.10163864395829242,26266.224999724748487
"USA",33,36,2012,40.82435954856337988,13362.669159139544998
"USA",33,37,2012,93.465101146892342804,31878.191882555141534
"USA",33,38,2012,10.937804437725691856,3019.464347887431993
"USA",33,39,2012,141.388808759631287046,41268.636551219935212
"USA",33,40,2012,99.36281469230458401,36588.84425682398077
"USA",33,41,2012,14.971014818480906815,5123.792538836376444
"USA",33,42,2012,0.23458970034288196,57.69833424050891
"USA",33,43,2012,193.90563889137981745,76880.928037036350427
"USA",33,44,2012,1.4106701581879342,391.94502515935564
"USA",33,45,2012,10.84118005998914923,3912.0320687622364
"USA",33,46,2012,1107.58546950073168967,295017.582044933485158
"USA",33,47,2012,316.592899230603644996,124146.764674297087241
"USA",33,48,2012,33.2254855645855208,12365.5186620888483
"USA",33,49,2012,71.415487296065502646,27350.272909867121243
"USA",33,50,2012,58.08574378730902512,19086.38665212873342
"USA",33,51,2012,24.35771340106984569,8142.281685475266051
"USA",33,52,2012,201.536999219858795390,65217.570578111683722
"USA",33,53,2012,180.66944501189468532,43959.376111026101611
"USA",33,54,2012,80.55574630092675403,28721.605859444685168
"USA",33,55,2012,36.07566783186199965,13264.32246762560777
"USA",33,56,2012,41.9006040330924482,15709.679186677513024
"USA",33,57,2012,104.47915076066631325,38340.738982793252578
"USA",33,58,2012,191.593492603609067476,76568.144874016436152
"USA",33,59,2012,130.97367045808395863,52941.98726601025156
"USA",33,60,2012,40.654357388409318255,11874.114319547767182
"USA",33,61,2012,37.69063873862413738,14855.325579222876355
"USA",33,62,2012,27.02163623649522341,9050.427683141249686
"USA",33,63,2012,31.724439243166231524,10129.326367475647487
"USA",33,1,2013,68.65861736128691045,22674.6605252916459595
"USA",33,2,2013,74.6239051091795651,23785.71032620859814
"USA",33,3,2013,0.9945550277539061,304.090134293247237
"USA",33,4,2013,18.427506733880209154,6532.471359033377557
"USA",33,5,2013,189.12215778130812376,70580.033406828668435
"USA",33,6,2013,23.43688081444011416,7480.341798509706623
"USA",33,7,2013,36.80425637665582168,11430.716024535412370
"USA",33,8,2013,9.52742591647785978,3213.91061597391383
"USA",33,9,2013,51.66144553282769874,21673.27112093009058
"USA",33,10,2013,409.675602016688524029,121133.355906994266894
"USA",33,11,2013,30.123016345468755614,10541.927609748762418
"USA",33,12,2013,32.21552514072047569,12112.725774397565185
"USA",33,13,2013,66.526410126545184644,25768.701146286891955
"USA",33,14,2013,49.34957446909732854,16315.74779624620458
"USA",33,15,2013,24.09204851667316724,6359.675934047650179
"USA",33,16,2013,188.187793199368550233,63751.354734646473707
"USA",33,17,2013,703.796959651804086388,214250.795869393614737
"USA",33,18,2013,81.107085626139337205,29265.074669119691418
"USA",33,19,2013,9.86716521973307587,3029.97134024659641
"USA",33,20,2013,73.240692609585515855,26500.854441180773594
"USA",33,21,2013,108.484351931723100280,36875.8343747033968955
"USA",33,22,2013,150.34863990205322171,53991.400462209486452
"USA",33,23,2013,140.68544054890425594,33961.7604354995408606
"USA",33,24,2013,0.05867560109809028,12.20119802440985
"USA",33,25,2013,0.557091324954427125,56.453973023059215
"USA",33,26,2013,248.032949303396329429,80321.191610894221661
"USA",33,27,2013,15.08002440688150854,4323.187671286603820
"USA",33,28,2013,15.95329842493706746,5676.03301034988762
"USA",33,29,2013,13.33462237600043407,3981.311641001139563
"USA",33,30,2013,22.51578589332248749,6985.796321918681714
"USA",33,31,2013,8.4333408608745635,2943.2754188018112
"USA",33,33,2013,3.15745247162760329,760.203175740535828
"USA",33,34,2013,81.87353746695967711,27393.730080721242229
"USA",33,35,2013,54.550670405260364089,15599.32740287479331
"USA",33,36,2013,35.202177285811666264,11007.880349920770385
"USA",33,37,2013,90.38082211920589060,29510.531703897909124
"USA",33,38,2013,4.8460433264409727,1390.91690766608454
"USA",33,39,2013,42.90338996124781678,11734.999225823300518
"USA",33,40,2013,55.80820520710289438,18603.81125248545141
"USA",33,41,2013,17.58551284427299205,5802.422970195941423
"USA",33,42,2013,0.11738326110894098,27.37358633707445
"USA",33,43,2013,69.80208894752603362,27544.0354231939460197
"USA",33,44,2013,5.0536632382118069,1422.1556511801440
"USA",33,45,2013,9.62209509623264464,3316.053279073882244
"USA",33,46,2013,652.164596715711775724,175767.686174761000811
"USA",33,47,2013,283.87221428045147894,108219.199201639305593
"USA",33,48,2013,23.38795531320963435,8258.832359568279417
"USA",33,49,2013,29.9986171674718067,11447.964436967696135
"USA",33,50,2013,20.70425661860026526,7089.808907552229546
"USA",33,51,2013,10.60489781645833655,3384.97460103868292
"USA",33,52,2013,80.958796085010860035,26189.878595272988116
"USA",33,53,2013,72.118197658164034125,21353.778983376767638
"USA",33,54,2013,99.103938402962201775,37863.446081948325930
"USA",33,55,2013,16.01240880294488156,5946.89164163892608
"USA",33,56,2013,7.13821973403211818,2281.835312609953933
"USA",33,57,2013,99.401607716846770855,36791.086479494716084
"USA",33,58,2013,212.30737650423841001,88638.8815904757787705
"USA",33,59,2013,138.271102491475812534,54357.170135149897597
"USA",33,60,2013,33.066515619055962135,9276.886896968871163
"USA",33,61,2013,47.188182851299985714,19365.683427091555043
"USA",33,62,2013,14.5646255916471377,4191.865368462968574
"USA",33,63,2013,10.317796268444019140,2734.964846466127960
"USA",33,1,2014,114.61993976019743023,40413.832177237538439
"USA",33,2,2014,80.91045477634316956,26794.298222626896205
"USA",33,3,2014,0.17555358942491317,50.3738695866295
"USA",33,4,2014,37.20474601982852665,13614.26417263699007
"USA",33,5,2014,151.636501092096231215,57658.176208953360655
"USA",33,6,2014,23.240682726338974836,6237.715675419205797
"USA",33,7,2014,98.20629018827460499,34433.220049768498160
"USA",33,8,2014,14.75988867809894432,5241.854076559892653
"USA",33,9,2014,56.04424859902778345,22548.351193069221292
"USA",33,10,2014,649.14863949536830307,196630.380315700838602
"USA",33,11,2014,40.557802345677089139,14061.026344482018315
"USA",33,12,2014,31.10425537881729263,12279.687154151892978
"USA",33,13,2014,34.96690007348523645,12694.816169414459154
"USA",33,14,2014,74.36751195980678963,25184.91084254120593
"USA",33,15,2014,25.5850850222656147,7076.87697029216702
"USA",33,16,2014,298.414177535088669716,100415.168616159621052
"USA",33,17,2014,760.924729541732129884,232902.740717995336857
"USA",33,18,2014,265.958647685331726874,96163.346276143283187
"USA",33,19,2014,3.11355578504774355,739.189823412807582
"USA",33,20,2014,42.16778676278864723,16040.56730218676100
"USA",33,21,2014,239.596300896536360467,82908.013496271953250
"USA",33,22,2014,187.03873079900383040,63142.373597794395729
"USA",33,23,2014,264.64573482415205544,62919.6999578287693435
"USA",33,24,2014,0.05868924820095486,6.2905433427280935
"USA",33,25,2014,1.272427757039930482,240.105762385473220
"USA",33,26,2014,443.250785845491246181,151752.510561863096811
"USA",33,27,2014,26.82476466554036783,8530.779880852197536
"USA",33,28,2014,89.386916193691456484,34177.424553731343125
"USA",33,29,2014,13.82717175407984565,3931.055826906465828
"USA",33,30,2014,24.77945246018662214,8048.379581765853248
"USA",33,31,2014,19.445963597651891014,7043.111147721748330
"USA",33,33,2014,7.33238210233940704,1548.096010322144069
"USA",33,34,2014,172.804448991224225335,61578.65124297098668
"USA",33,35,2014,57.75377522027560808,17923.743628878745782
"USA",33,36,2014,18.10500701244357182,5244.922082776754958
"USA",33,37,2014,126.86851884834412951,41338.540855735571045
"USA",33,38,2014,18.26596209518445155,4997.459907974522588
"USA",33,39,2014,119.847509505440641425,37504.749598262551953
"USA",33,40,2014,96.45781086785149396,34584.20402137035121
"USA",33,41,2014,40.33545788834421796,14127.94945951725406
"USA",33,43,2014,140.43257510211169599,54347.34964634010735
"USA",33,44,2014,4.29150041145833387,1368.42086906379071
"USA",33,45,2014,27.95245546197698267,9722.310773989629887
"USA",33,46,2014,989.401497251447511354,282128.180752758862090
"USA",33,47,2014,449.12515541434131732,178138.090039399989227
"USA",33,48,2014,37.82068991364791651,14306.1035316936042052
"USA",33,49,2014,61.50573903327043015,23028.268423575730325
"USA",33,50,2014,26.41082081455947548,8781.97737875019981
"USA",33,51,2014,5.44974957974609399,1670.877680147995336
"USA",33,52,2014,130.223697586468922194,39518.16236680071204
"USA",33,53,2014,56.40250110000006471,17271.704600045358058
"USA",33,54,2014,110.69853636890643609,43553.608998912290728
"USA",33,55,2014,27.29130696081163173,9723.746790138820905
"USA",33,56,2014,8.79599331491970633,2886.247825417751719
"USA",33,57,2014,86.02061699133905296,30101.214807240130843
"USA",33,58,2014,212.041338224184047205,82583.483556128513982
"USA",33,59,2014,129.22329104085302049,51020.838924865925255
"USA",33,60,2014,50.13426594408418369,12734.2813818379493915
"USA",33,61,2014,36.911856939518304545,13867.136532298712736
"USA",33,62,2014,16.7766341573762972,4755.797433277107830
"USA",33,63,2014,10.36537705884982932,2966.373128711369425
"USA",33,1,2015,80.42079033308813347,30828.704726171796402
"USA",33,2,2015,78.52359835469827286,26624.6507835898516
"USA",33,3,2015,0.5847923560959202,188.63144310514906
"USA",33,4,2015,24.32627219787543539,9947.489267048924723
"USA",33,5,2015,162.436262743558886966,65422.618299268165666
"USA",33,6,2015,25.668127605883237416,7507.222560374184285
"USA",33,7,2015,52.98226978080726812,19061.60203730002536
"USA",33,8,2015,22.324323004906652196,8221.087898655037707
"USA",33,9,2015,51.29327196449209070,21947.907993559788339
"USA",33,10,2015,551.39349780761256211,175789.716766313554961
"USA",33,11,2015,27.1511754809114526,10329.6262049458222
"USA",33,12,2015,30.463496648344176005,12554.873992956568974
"USA",33,13,2015,52.52511120424058661,22002.04127364807968
"USA",33,14,2015,53.40500973201578139,19371.761200448468034
"USA",33,15,2015,34.8675425536067276,9205.5742718806662
"USA",33,16,2015,285.993571737712683119,100832.406869886878648
"USA",33,17,2015,991.012692562883153525,315331.175877045218628
"USA",33,18,2015,107.837412362109290106,41213.248833107486328
"USA",33,19,2015,5.2088489327365446,1406.23916161723081
"USA",33,20,2015,23.87247171075521593,10097.06709823691868
"USA",33,21,2015,216.193314057727858358,75571.966502803318243
"USA",33,22,2015,145.80678201957682069,52278.532058919642518
"USA",33,23,2015,135.39813064871972019,32181.277960798280729
"USA",33,25,2015,0.44519641896918407,62.923263669195403
"USA",33,26,2015,657.64778613253646592,238487.957470827435932
"USA",33,27,2015,25.040045195171432,9614.41615591419734
"USA",33,28,2015,35.546124125718308216,13853.43632305437238
"USA",33,29,2015,48.14194328599823554,14651.44439280621756
"USA",33,30,2015,22.35580302331383152,9643.520022583988875
"USA",33,31,2015,11.827710863370221,4398.103218845093543
"USA",33,33,2015,5.5286243244726564,1184.50708410967999
"USA",33,34,2015,289.70773729459747807,106166.803637170845726
"USA",33,35,2015,56.53338230263460344,20504.01057593525855
"USA",33,36,2015,19.28089743404081427,6216.252204811598087
"USA",33,37,2015,105.47779659539942164,33772.225587776421886
"USA",33,38,2015,13.24168339564236342,3694.138615729502384
"USA",33,39,2015,145.72769040754126074,45961.96912463586248
"USA",33,40,2015,49.9109890137673659,21303.610799555738674
"USA",33,41,2015,5.862510645266926424,2029.797613058031825
"USA",33,43,2015,67.58798483161893955,26002.53622321891759
"USA",33,44,2015,0.8229373934114585,250.665734528812384
"USA",33,45,2015,20.41086451329861,7554.065481891615
"USA",33,46,2015,1390.25854779163198286,412109.914805605449461
"USA",33,47,2015,382.34025290303452255,147700.324383000279167
"USA",33,48,2015,23.793096478433159,9763.9128202782101
"USA",33,49,2015,26.7989846851649344,11155.6267150981275
"USA",33,50,2015,37.396530015247413446,13199.675390874541165
"USA",33,51,2015,11.9538480424609411,3755.77208702503398
"USA",33,52,2015,90.264395237280711214,28050.151713728101352
"USA",33,53,2015,58.80954476181208734,18476.279923960224171
"USA",33,54,2015,378.41753721678740332,97643.155392286826483
"USA",33,55,2015,12.78836122200738307,4162.635729500506056
"USA",33,56,2015,11.54573246545139016,4198.71858064922689
"USA",33,57,2015,108.84137401406914184,31003.028133401622004
"USA",33,58,2015,121.66329186962474529,47137.551218047425766
"USA",33,59,2015,155.10901154062299723,64327.95270729141683
"USA",33,60,2015,68.2991481434917186,19028.53910403701106
"USA",33,61,2015,27.8560586423676346,10444.40064049098487
"USA",33,62,2015,37.2859359819704745,13359.5447785487525
"USA",33,63,2015,12.082011633606767974,3382.79279084699055
"USA",33,1,2016,184.20107669855912865,75305.61833326693993
"USA",33,2,2016,108.23665895359594188,39144.709372685800895
"USA",33,3,2016,0.05851148389105903,13.553205468851768
"USA",33,4,2016,46.42968644840930005,16040.596757341437277
"USA",33,5,2016,189.44596226026504756,73712.492923203674991
"USA",33,6,2016,57.69698568970483833,17057.200342328905876
"USA",33,7,2016,94.29993645484147960,38227.425251316225232
"USA",33,8,2016,26.979137885488277506,10947.290205444921125
"USA",33,9,2016,61.07440683589847256,26348.72637435558648
"USA",33,10,2016,860.96072493382168761,268193.070892387241009
"USA",33,11,2016,56.13645589883251274,20780.539659557723948
"USA",33,12,2016,70.32699692593091307,28739.2394261410311605
"USA",33,13,2016,51.46764555034725253,19120.880018897918048
"USA",33,14,2016,94.66215536110466898,33471.429392515251116
"USA",33,15,2016,56.51688203916879988,14980.15582858552023
"USA",33,16,2016,357.817992009068594873,128806.4119410145807195
"USA",33,17,2016,1099.17390808174072899,351368.399484107504993
"USA",33,18,2016,158.05202590705071696,60789.550679176669024
"USA",33,19,2016,9.40093710832031443,2969.599116057701973
"USA",33,20,2016,56.95309808364366960,23158.983969230935918
"USA",33,21,2016,251.246988918639775111,91683.153162105967968
"USA",33,22,2016,320.389491705772061678,117870.438072552027419
"USA",33,23,2016,228.09690411331376064,58034.548350961722431
