adm2,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg
1,2001,98.83319473501513,31253.35706557908
2,2001,100.84997360628928,28214.170116970803
3,2001,1.170577554635417,203.0366915277835
4,2001,51.50563156915797,16508.408146956495
5,2001,69.42416453636493,21069.41466049496
6,2001,11.745235025848524,2873.0179220793193
7,2001,63.525136534062554,16518.089154452555
8,2001,26.732040086742625,7139.37945495041
9,2001,129.17705731106759,40318.05722543488
10,2001,708.34356773011,174558.43141234614
11,2001,70.97860428053822,21768.574629729635
12,2001,24.999837440609813,7801.532900644802
13,2001,89.63993888676646,29893.66340062802
14,2001,113.3278389508464,33250.517361903854
15,2001,55.898489922319925,12129.727307015783
16,2001,260.77743685969153,73169.66547089854
17,2001,375.99155477343743,95513.92900629272
18,2001,127.41890731114584,39153.51364749387
19,2001,5.152909791582031,1305.0925016099832
20,2001,73.75090351913417,26509.46748613121
21,2001,159.53323538422748,53868.570940110025
22,2001,175.53878424801852,50193.32406944611
23,2001,45.239502370696584,9970.594271208698
24,2001,0.1172545168229166,17.02686732669342
25,2001,2.082681965407986,312.18953054546864
26,2001,82.8643397654145,24128.11060263759
27,2001,10.302439763739148,2793.702421103734
28,2001,80.08560814785811,22953.59994085493
29,2001,33.7635233922157,8237.509051286266
30,2001,92.16586679835935,28455.851176473006
31,2001,18.615898538754344,5162.888327034911
32,2001,0.0585404034266493,4.29664283355258
33,2001,13.837517766558168,1913.0401284397692
34,2001,188.1956865620051,52760.005960110306
35,2001,77.77862735808156,19447.92120172916
36,2001,12.67451053413194,3263.9868111728856
37,2001,244.57787823049696,57952.153600492726
38,2001,4.623720486365017,909.5670764614138
39,2001,70.71869752253912,17427.410360555128
40,2001,132.04075610155377,44163.84631446854
41,2001,25.187300479307726,6855.554963591674
42,2001,0.9379356807139758,225.2430918236442
43,2001,153.1297365662867,51817.35875274338
44,2001,3.8799092589192705,1061.1343255911029
45,2001,68.58483455943372,22549.577134261403
46,2001,508.8037062596728,129690.45869299218
47,2001,298.7479263097438,98165.61000460743
48,2001,40.04006318571833,11816.484510568524
49,2001,100.58286870091796,36640.00638259644
50,2001,18.24846007787978,5417.853125502963
51,2001,2.442879029294705,525.4066848245933
52,2001,86.95333927981359,23148.57080907608
53,2001,345.812890145215,91751.68972201111
54,2001,56.45990093373263,15468.729973493699
55,2001,54.601857267973074,17888.9088906845
56,2001,18.471994547322065,5973.695790760139
57,2001,125.58084976048612,30370.2115473332
58,2001,158.20243523131083,52859.50215995078
59,2001,137.8756811244966,43876.214203079595
60,2001,14.957622761733944,3202.9694847448
61,2001,84.44828604520184,25639.99337284601
62,2001,11.714934676992188,2933.0128438783618
63,2001,4.84304734919488,1119.759711511126
1,2002,60.314741512851604,19313.918065190468
2,2002,69.29561870790363,20766.827611979752
3,2002,3.746980227641058,988.1457426644528
4,2002,55.90482082259762,19040.31780879167
5,2002,95.99978169710934,31178.985846832227
6,2002,30.010546959980463,8828.885941744058
7,2002,47.48921336217238,13206.149083189133
8,2002,27.358114498615425,8620.241832110036
9,2002,55.97473779193792,17994.4036724665
10,2002,627.0251945076768,161043.02332814256
11,2002,74.06479330994135,25813.76719396656
12,2002,22.03878256226128,7477.733702254691
13,2002,83.35635316735453,28537.07719735047
14,2002,108.28278449887372,33067.04983854983
15,2002,30.47001408374783,7839.667009466745
16,2002,232.49089233753477,72692.06979057513
17,2002,553.832377243343,150917.43548816632
18,2002,62.00485522991536,20555.120701709824
19,2002,4.020245823908421,941.3366167821345
20,2002,53.10064110561631,18600.796734910844
21,2002,75.57931539991318,25264.115153586394
22,2002,133.13724008593968,42137.03605117513
23,2002,100.38041448242387,22884.95179481087
24,2002,0.8804459156814237,101.713575460878
25,2002,0.7859041525217013,221.0239530428267
26,2002,125.87285783754344,33947.93101971896
27,2002,19.495213369550825,5656.178723142172
28,2002,42.07730786073346,15505.47745941184
29,2002,39.068477297272125,10225.443425337717
30,2002,12.697786547065972,3217.120827803707
31,2002,15.873768707098527,4847.87628778989
33,2002,3.6102953930620663,581.3658832208957
34,2002,93.29522920167757,24990.579077791135
35,2002,57.660677281061176,15227.538223263156
36,2002,19.9729672188802,5527.535078617967
37,2002,113.94708515819464,31777.13049290099
38,2002,5.975992011427952,1340.899119596275
39,2002,72.21157766610887,17103.872420221993
40,2002,118.98355175860029,46597.31912330486
41,2002,33.7203714253624,10211.267802727283
42,2002,0.9384673641927084,241.82363788440685
43,2002,93.73245590824418,32196.24385329855
44,2002,1.6458112420638022,403.95716277618135
45,2002,20.807640793298606,6431.890977890848
46,2002,351.33804957450906,94379.30904472999
47,2002,144.45646377819892,50787.708852927215
48,2002,13.971923324503033,4373.133480226307
49,2002,77.76909324409296,28924.246680817338
50,2002,41.934737644702686,12678.923318774756
51,2002,9.985486060685766,2839.4559925741282
52,2002,75.10958353865459,20472.499634453518
53,2002,207.361779208579,58966.92635479176
54,2002,48.550783511237015,11536.499489355816
55,2002,71.56510399462874,24526.528873963194
56,2002,20.23452881782769,6858.547576326245
57,2002,65.07120722497179,20612.96015530024
58,2002,131.93202604302934,47394.904305048105
59,2002,52.54673975304469,19497.536041273448
60,2002,32.68669396105903,7637.205111100333
61,2002,68.3345539983528,22079.634160425885
62,2002,7.794115311137149,2030.819992666578
63,2002,8.029517138088108,2029.203593453297
1,2003,3.7593886484635415,1295.4830262340747
2,2003,68.15379246675553,21658.21437558728
3,2003,0.5850208390190973,81.4593918248121
4,2003,115.48611519599642,45646.16033899933
5,2003,28.93777992639539,8936.154817670402
6,2003,26.375593261100256,7571.770097436909
7,2003,10.997922363919272,2801.753927009036
8,2003,33.51794027393879,11007.421462786202
9,2003,80.5393124326281,31952.10324204471
10,2003,506.9294235081862,132605.76203504635
11,2003,28.053659043335507,9061.820681244903
12,2003,25.61422614067057,9868.99144923516
13,2003,57.450475901206566,19585.814066301868
14,2003,55.08320950304249,17538.672986620113
15,2003,5.39427458950955,1290.3838079774305
16,2003,125.7993180204774,39144.956947791354
17,2003,409.5437773658834,112114.0811491178
18,2003,24.30243747624132,8173.955077133403
19,2003,2.9474462739583327,838.6657521254056
20,2003,17.340709136644964,6267.094105238602
21,2003,50.284559398509096,16406.538059881477
22,2003,73.00492949176859,21882.88343122504
23,2003,109.95261055849868,24974.51070911145
24,2003,0.3522506811631944,41.998559597638646
26,2003,68.82928908031033,19512.290893811256
27,2003,40.870216839932866,11273.41543024932
28,2003,36.143765671421406,13640.772495035948
29,2003,25.346808198648016,6662.8494506477455
30,2003,2.7780587584201393,988.8936941607104
31,2003,12.589362033632812,4150.577115273495
33,2003,1.5793187198394096,305.99736621549926
34,2003,48.5171837482422,15107.15519954146
35,2003,56.74623641568576,16519.972805806105
36,2003,8.851806377285158,2551.702322749826
37,2003,28.675235896655817,9219.542704605541
38,2003,1.579609911512587,281.95916147275165
39,2003,78.73555998983507,20388.571416515108
40,2003,21.189120941990012,8086.326082557704
41,2003,13.172893245518669,4269.087710866973
42,2003,0.1757500322048611,55.3714635227597
43,2003,65.15180661689675,22888.47547628436
44,2003,2.82124454296875,923.7369809674113
45,2003,16.196025294129758,5349.145731020023
46,2003,372.8534098868425,95769.01259085261
47,2003,88.97973258348752,31808.581707786936
48,2003,6.300529807684461,2154.7979871686007
49,2003,6.442624385256076,2711.7685518441663
50,2003,21.166911722300338,6641.244336518181
51,2003,2.5538013722309025,702.6308036832404
52,2003,75.51867634157988,20223.546751630976
53,2003,208.45615385913192,60440.52132592706
54,2003,21.113618565184456,6547.0026829343105
55,2003,61.22536310916445,21942.96519997804
56,2003,66.48762585318575,24974.526495771443
57,2003,26.597194570696608,8186.876471485605
58,2003,42.38914207769315,15249.991438668096
59,2003,13.724806109435765,4908.441529076731
60,2003,15.298284663157553,3998.076324383876
61,2003,36.02500690258034,11837.885101907916
62,2003,9.105252541206598,2654.497596209732
63,2003,5.240795289904514,1460.07074741938
1,2004,92.74005822612207,30368.280241721404
2,2004,107.51364263505012,33481.03508526435
3,2004,1.990644602769097,479.09277890919344
4,2004,65.30546466530387,24168.061300694382
5,2004,161.3205352604166,52615.92720709238
6,2004,34.989913560251736,8153.510274363749
7,2004,149.41725087529295,43247.44445374039
8,2004,63.27157360108942,19749.89212308393
9,2004,107.09672814311618,38175.422805300055
10,2004,867.2403191585677,229128.17164769417
11,2004,45.268286396970495,15379.25378198354
12,2004,40.4714410179362,14895.877344686513
13,2004,105.75034642628032,35991.82451271313
14,2004,174.9357322425735,54257.45371696658
15,2004,126.29990428760377,32821.17403405097
16,2004,336.3553159142819,104522.764224462
17,2004,765.1057853964521,208107.96264697253
18,2004,133.41305014153215,44559.80466111488
19,2004,6.112780140132379,1650.4679395522744
20,2004,83.49327932182936,29882.578447684704
21,2004,108.20804956232634,34413.224627877935
22,2004,178.67450565465467,53896.948318146184
23,2004,67.54396315558597,12930.277390000652
24,2004,0.5871983131944445,79.29803952839818
25,2004,4.609785383083766,538.7924215351886
26,2004,228.23610157556368,66224.72053740494
27,2004,15.990482504253476,4321.699237347597
28,2004,74.21255099311851,25421.598424542288
29,2004,59.43507821861326,16576.670375280213
30,2004,30.736470493272577,9873.379771155562
31,2004,17.751706897148438,5298.2312302907185
32,2004,0.0585358385177951,7.647435416527718
33,2004,12.024773588014327,1996.081534029432
34,2004,180.00862423005643,56179.1376473882
35,2004,88.69886644607635,24912.6433978874
36,2004,25.655828073710936,7368.950268011891
37,2004,132.8350604698196,40516.957360733446
38,2004,13.646530289379337,3808.7348845182073
39,2004,107.18587896720265,25582.40634441549
40,2004,71.85816924151032,25124.08269529993
41,2004,20.891556440006514,6867.439058907485
42,2004,1.1725051247960068,313.18273160014365
43,2004,119.95210409961572,42805.50120738361
44,2004,5.522031612252605,1705.946586137638
45,2004,22.43524480340062,7094.073864064148
46,2004,565.9923793319881,137174.59306330307
47,2004,620.195617344463,214409.8935419866
48,2004,30.659547811310752,10608.990571154156
49,2004,65.98923915938371,25656.152527138976
50,2004,42.22770088591581,12653.974817934784
51,2004,15.027391145696628,3925.2478976318976
52,2004,113.00459119239592,29969.402082392244
53,2004,256.40008026738224,79894.27720853966
54,2004,144.20996059678404,44790.90989295644
55,2004,89.3710433511676,33043.58832141259
56,2004,68.62608572879549,24145.552188311613
57,2004,129.27741086734807,41768.73208121874
58,2004,466.813563388811,171168.18443001513
59,2004,104.45941503403216,37008.4953450694
60,2004,21.910734949926216,5068.472042828115
61,2004,37.91509380466567,12253.43697565542
62,2004,32.31997178588547,9217.841868417061
63,2004,16.91195010843316,4797.225555249573
1,2005,63.0537258898155,21411.325737544405
2,2005,112.34112454810553,35728.849347431475
3,2005,5.849298868042531,1688.7278562791869
4,2005,53.08500071238291,19324.109599733987
5,2005,160.68422044291228,55915.00987707205
6,2005,28.967249952343742,8160.127907398121
7,2005,116.29863260298164,34649.12008133538
8,2005,32.98780701224387,9992.889463580444
9,2005,45.774349813956135,15426.593631972088
10,2005,1279.1694138222144,349646.71736159886
11,2005,57.8403902203841,19464.97885130659
12,2005,14.072431153967017,4225.104213811196
13,2005,79.00242324055117,28374.82287643778
14,2005,151.2281922565142,49360.5317962788
15,2005,99.03447148813136,25274.553636287437
16,2005,373.7602023833679,118497.30675527643
17,2005,1564.1148671221295,440863.6408500576
18,2005,70.72624940064017,23274.180670021335
19,2005,9.11668985719618,2589.155429403558
20,2005,92.84297207699224,32828.53239517311
21,2005,174.73784522378685,56295.49722679796
22,2005,225.578354395599,69635.40921609131
23,2005,55.760758455151915,13633.927478030577
24,2005,0.6458029958072917,132.11467402889204
25,2005,0.3351508801388889,46.690840347260995
26,2005,261.72983916671666,79242.96234755575
27,2005,10.584876576193576,2874.0396839575865
28,2005,35.22068804755643,11790.12618959014
29,2005,55.367739257332865,15454.556287864614
30,2005,18.82690390857638,5472.123546923347
31,2005,29.629145586842448,9442.311528037731
33,2005,11.625432782113716,2074.5381969289474
34,2005,94.80177746277124,30269.475343478396
35,2005,83.1197859480708,23394.373865831887
36,2005,23.667629187402365,6937.146446006352
37,2005,125.63140313679888,38409.77195850147
38,2005,12.292428148257377,3253.759645622132
39,2005,97.79383497890413,25831.949184939724
40,2005,58.37041283596571,21876.741075799895
41,2005,24.78380613911242,7999.696106193467
42,2005,1.583052920501302,295.1121598623699
43,2005,152.91436844840706,56708.69210610198
44,2005,10.349018679375009,3455.385533131807
45,2005,19.52004990638019,6322.748232420517
46,2005,1217.354175887094,333703.2982913519
47,2005,326.7148450030184,115129.14765383943
48,2005,11.811464917482642,4024.309110923787
49,2005,22.51505797513672,8327.9885275135
50,2005,42.2726048043229,12778.022296571651
51,2005,9.021745726106772,2569.1871853640446
52,2005,90.02158234794484,24958.243611555892
53,2005,159.2968452357314,46897.70449184624
54,2005,75.02296006723302,24076.65012708259
55,2005,29.32257392410155,9287.300028394382
56,2005,35.08664647847438,11735.61417787513
57,2005,94.35183736937717,29701.30620549447
58,2005,251.04080850717193,94013.16305585235
59,2005,56.75686672808812,20794.383307094125
60,2005,42.66362183910375,11261.41351338504
61,2005,73.37092173373073,23915.866853567488
62,2005,22.78498063427736,6771.97286877374
63,2005,14.58708386100912,3841.3192751542338
1,2006,66.45693230582681,22986.724629845263
2,2006,193.22177666863132,62046.43417590586
3,2006,1.3466200616558164,305.81378093793944
4,2006,33.92974087267575,12427.819341101944
5,2006,187.2671002659571,67901.90060729155
6,2006,27.769250234796,8631.723952039885
7,2006,85.29449146319648,26712.75195614821
8,2006,25.486698620186676,7748.649309169547
9,2006,115.11638040285362,43014.360556459374
10,2006,1069.5141078841439,293831.0462315643
11,2006,86.35947061754352,29724.493089583368
12,2006,73.63618345524306,26131.24368719457
13,2006,117.19352253529512,40162.88837588167
14,2006,139.56279134665397,45700.83382141636
15,2006,35.91398720255417,9497.172642675932
16,2006,306.27540876384586,100189.1323198624
17,2006,562.1416781941024,157211.04718612993
18,2006,81.05728942303821,28281.51322907623
19,2006,22.57118707218528,7576.251319163282
20,2006,84.93841584394961,31486.830819316216
21,2006,84.4710854247027,30488.792152707418
22,2006,131.51898122777564,42602.0090762408
23,2006,52.11360955405172,10098.544147876348
24,2006,0.998102803654514,198.25089552816604
25,2006,0.4960228829817708,56.042048273393696
26,2006,150.1019475147872,46527.74086692862
27,2006,5.23315752170573,1538.1002268171635
28,2006,60.44655583795361,21743.224473379516
29,2006,53.72997794468317,15675.593797031584
30,2006,19.21743674616536,6250.9197171564765
31,2006,21.3790315498611,7161.194046235345
32,2006,0.3515512450737847,65.13733732887135
33,2006,6.15226823292101,1022.1992454623976
34,2006,95.49619116950953,31001.69995919751
35,2006,58.41450374870879,16850.249034771743
36,2006,11.344711953817272,3284.5817910211176
37,2006,141.02199713320323,42715.16318068443
38,2006,16.124926401430127,4374.966478013812
39,2006,51.05962550933155,13758.277075594258
40,2006,60.00580525588109,21512.51138178728
41,2006,35.52139279835727,10830.401974676171
42,2006,0.4103751395855035,60.289166801693355
43,2006,205.4368127677238,74196.14554692553
44,2006,5.7600976665885435,1873.401673252796
