"Label (Grouping)","Albany County, New York!!Estimate","Albany County, New York!!Margin of Error","Bronx County, New York!!Estimate","Bronx County, New York!!Margin of Error","Broome County, New York!!Estimate","Broome County, New York!!Margin of Error","Cattaraugus County, New York!!Estimate","Cattaraugus County, New York!!Margin of Error","Cayuga County, New York!!Estimate","Cayuga County, New York!!Margin of Error","Chautauqua County, New York!!Estimate","Chautauqua County, New York!!Margin of Error","Chemung County, New York!!Estimate","Chemung County, New York!!Margin of Error","Clinton County, New York!!Estimate","Clinton County, New York!!Margin of Error","Dutchess County, New York!!Estimate","Dutchess County, New York!!Margin of Error","Erie County, New York!!Estimate","Erie County, New York!!Margin of Error","Jefferson County, New York!!Estimate","Jefferson County, New York!!Margin of Error","Kings County, New York!!Estimate","Kings County, New York!!Margin of Error","Madison County, New York!!Estimate","Madison County, New York!!Margin of Error","Monroe County, New York!!Estimate","Monroe County, New York!!Margin of Error","Nassau County, New York!!Estimate","Nassau County, New York!!Margin of Error","New York County, New York!!Estimate","New York County, New York!!Margin of Error","Niagara County, New York!!Estimate","Niagara County, New York!!Margin of Error","Oneida County, New York!!Estimate","Oneida County, New York!!Margin of Error","Onondaga County, New York!!Estimate","Onondaga County, New York!!Margin of Error","Ontario County, New York!!Estimate","Ontario County, New York!!Margin of Error","Orange County, New York!!Estimate","Orange County, New York!!Margin of Error","Oswego County, New York!!Estimate","Oswego County, New York!!Margin of Error","Putnam County, New York!!Estimate","Putnam County, New York!!Margin of Error","Queens County, New York!!Estimate","Queens County, New York!!Margin of Error","Rensselaer County, New York!!Estimate","Rensselaer County, New York!!Margin of Error","Richmond County, New York!!Estimate","Richmond County, New York!!Margin of Error","Rockland County, New York!!Estimate","Rockland County, New York!!Margin of Error","St. Lawrence County, New York!!Estimate","St. Lawrence County, New York!!Margin of Error","Saratoga County, New York!!Estimate","Saratoga County, New York!!Margin of Error","Schenectady County, New York!!Estimate","Schenectady County, New York!!Margin of Error","Steuben County, New York!!Estimate","Steuben County, New York!!Margin of Error","Suffolk County, New York!!Estimate","Suffolk County, New York!!Margin of Error","Sullivan County, New York!!Estimate","Sullivan County, New York!!Margin of Error","Tompkins County, New York!!Estimate","Tompkins County, New York!!Margin of Error","Ulster County, New York!!Estimate","Ulster County, New York!!Margin of Error","Warren County, New York!!Estimate","Warren County, New York!!Margin of Error","Wayne County, New York!!Estimate","Wayne County, New York!!Margin of Error","Westchester County, New York!!Estimate","Westchester County, New York!!Margin of Error"
"Total","313,743","*****","1,424,948","*****","197,240","*****","76,426","*****","75,880","*****","126,807","*****","83,045","*****","79,596","*****","297,112","*****","950,683","*****","116,295","*****","2,641,052","*****","67,658","*****","755,160","*****","1,390,907","*****","1,576,876","*****","211,653","*****","230,274","*****","473,236","*****","112,508","*****","404,525","*****","117,387","*****","97,936","*****","2,331,143","*****","160,232","*****","493,494","*****","339,227","*****","108,051","*****","237,359","*****","158,089","*****","92,948","*****","1,526,344","*****","79,806","*****","105,162","*****","182,951","*****","65,618","*****","90,923","*****","997,895","*****"
