"Albany County, New York!!Estimate","Bronx County, New York!!Estimate","Broome County, New York!!Estimate","Cattaraugus County, New York!!Estimate","Cayuga County, New York!!Estimate","Chautauqua County, New York!!Estimate","Chemung County, New York!!Estimate","Clinton County, New York!!Estimate","Dutchess County, New York!!Estimate","Erie County, New York!!Estimate","Jefferson County, New York!!Estimate","Kings County, New York!!Estimate","Livingston County, New York!!Estimate","Madison County, New York!!Estimate","Monroe County, New York!!Estimate","Nassau County, New York!!Estimate","New York County, New York!!Estimate","Niagara County, New York!!Estimate","Oneida County, New York!!Estimate","Onondaga County, New York!!Estimate","Ontario County, New York!!Estimate","Orange County, New York!!Estimate","Oswego County, New York!!Estimate","Putnam County, New York!!Estimate","Queens County, New York!!Estimate","Rensselaer County, New York!!Estimate","Richmond County, New York!!Estimate","Rockland County, New York!!Estimate","St. Lawrence County, New York!!Estimate","Saratoga County, New York!!Estimate","Schenectady County, New York!!Estimate","Steuben County, New York!!Estimate","Suffolk County, New York!!Estimate","Sullivan County, New York!!Estimate","Tompkins County, New York!!Estimate","Ulster County, New York!!Estimate","Warren County, New York!!Estimate","Wayne County, New York!!Estimate","Westchester County, New York!!Estimate"
"305,506","1,418,207","190,488","76,117","76,576","126,903","83,456","80,485","294,218","918,702","109,834","2,559,903","62,914","70,941","741,770","1,356,924","1,628,706","209,281","228,671","460,528","109,777","384,940","117,124","98,320","2,253,858","158,714","476,143","325,789","107,740","229,863","155,299","95,379","1,476,601","75,432","102,180","177,573","63,944","89,918","967,506"
