"Label (Grouping)","Albany County, New York!!Estimate","Albany County, New York!!Margin of Error","Allegany County, New York!!Estimate","Allegany County, New York!!Margin of Error","Bronx County, New York!!Estimate","Bronx County, New York!!Margin of Error","Broome County, New York!!Estimate","Broome County, New York!!Margin of Error","Cattaraugus County, New York!!Estimate","Cattaraugus County, New York!!Margin of Error","Cayuga County, New York!!Estimate","Cayuga County, New York!!Margin of Error","Chautauqua County, New York!!Estimate","Chautauqua County, New York!!Margin of Error","Chemung County, New York!!Estimate","Chemung County, New York!!Margin of Error","Chenango County, New York!!Estimate","Chenango County, New York!!Margin of Error","Clinton County, New York!!Estimate","Clinton County, New York!!Margin of Error","Columbia County, New York!!Estimate","Columbia County, New York!!Margin of Error","Cortland County, New York!!Estimate","Cortland County, New York!!Margin of Error","Delaware County, New York!!Estimate","Delaware County, New York!!Margin of Error","Dutchess County, New York!!Estimate","Dutchess County, New York!!Margin of Error","Erie County, New York!!Estimate","Erie County, New York!!Margin of Error","Essex County, New York!!Estimate","Essex County, New York!!Margin of Error","Franklin County, New York!!Estimate","Franklin County, New York!!Margin of Error","Fulton County, New York!!Estimate","Fulton County, New York!!Margin of Error","Genesee County, New York!!Estimate","Genesee County, New York!!Margin of Error","Greene County, New York!!Estimate","Greene County, New York!!Margin of Error","Hamilton County, New York!!Estimate","Hamilton County, New York!!Margin of Error","Herkimer County, New York!!Estimate","Herkimer County, New York!!Margin of Error","Jefferson County, New York!!Estimate","Jefferson County, New York!!Margin of Error","Kings County, New York!!Estimate","Kings County, New York!!Margin of Error","Lewis County, New York!!Estimate","Lewis County, New York!!Margin of Error","Livingston County, New York!!Estimate","Livingston County, New York!!Margin of Error","Madison County, New York!!Estimate","Madison County, New York!!Margin of Error","Monroe County, New York!!Estimate","Monroe County, New York!!Margin of Error","Montgomery County, New York!!Estimate","Montgomery County, New York!!Margin of Error","Nassau County, New York!!Estimate","Nassau County, New York!!Margin of Error","New York County, New York!!Estimate","New York County, New York!!Margin of Error","Niagara County, New York!!Estimate","Niagara County, New York!!Margin of Error","Oneida County, New York!!Estimate","Oneida County, New York!!Margin of Error","Onondaga County, New York!!Estimate","Onondaga County, New York!!Margin of Error","Ontario County, New York!!Estimate","Ontario County, New York!!Margin of Error","Orange County, New York!!Estimate","Orange County, New York!!Margin of Error","Orleans County, New York!!Estimate","Orleans County, New York!!Margin of Error","Oswego County, New York!!Estimate","Oswego County, New York!!Margin of Error","Otsego County, New York!!Estimate","Otsego County, New York!!Margin of Error","Putnam County, New York!!Estimate","Putnam County, New York!!Margin of Error","Queens County, New York!!Estimate","Queens County, New York!!Margin of Error","Rensselaer County, New York!!Estimate","Rensselaer County, New York!!Margin of Error","Richmond County, New York!!Estimate","Richmond County, New York!!Margin of Error","Rockland County, New York!!Estimate","Rockland County, New York!!Margin of Error","St. Lawrence County, New York!!Estimate","St. Lawrence County, New York!!Margin of Error","Saratoga County, New York!!Estimate","Saratoga County, New York!!Margin of Error","Schenectady County, New York!!Estimate","Schenectady County, New York!!Margin of Error","Schoharie County, New York!!Estimate","Schoharie County, New York!!Margin of Error","Schuyler County, New York!!Estimate","Schuyler County, New York!!Margin of Error","Seneca County, New York!!Estimate","Seneca County, New York!!Margin of Error","Steuben County, New York!!Estimate","Steuben County, New York!!Margin of Error","Suffolk County, New York!!Estimate","Suffolk County, New York!!Margin of Error","Sullivan County, New York!!Estimate","Sullivan County, New York!!Margin of Error","Tioga County, New York!!Estimate","Tioga County, New York!!Margin of Error","Tompkins County, New York!!Estimate","Tompkins County, New York!!Margin of Error","Ulster County, New York!!Estimate","Ulster County, New York!!Margin of Error","Warren County, New York!!Estimate","Warren County, New York!!Margin of Error","Washington County, New York!!Estimate","Washington County, New York!!Margin of Error","Wayne County, New York!!Estimate","Wayne County, New York!!Margin of Error","Westchester County, New York!!Estimate","Westchester County, New York!!Margin of Error","Wyoming County, New York!!Estimate","Wyoming County, New York!!Margin of Error","Yates County, New York!!Estimate","Yates County, New York!!Margin of Error"
"Total","306,165","*****","46,304","*****","1,427,056","*****","192,042","*****","76,750","*****","76,958","*****","127,584","*****","84,115","*****","47,527","*****","80,320","*****","60,016","*****","47,618","*****","44,676","*****","293,524","*****","918,873","*****","37,281","*****","50,389","*****","53,452","*****","57,554","*****","47,335","*****","4,454","*****","61,738","*****","111,454","*****","2,576,771","*****","26,456","*****","63,218","*****","70,990","*****","743,084","*****","49,294","*****","1,355,683","±290","1,629,153","*****","210,145","*****","229,074","*****","461,591","*****","109,774","±54","382,077","*****","40,624","*****","117,630","*****","59,593","*****","98,714","*****","2,270,976","±233","159,013","*****","475,596","*****","325,213","*****","108,352","*****","229,313","*****","155,086","*****","31,189","*****","17,845","*****","34,295","*****","95,843","*****","1,481,364","±176","75,329","*****","48,431","*****","102,237","*****","178,371","*****","64,187","*****","61,304","*****","90,103","*****","968,738","*****","40,027","*****","24,981","±54"
